id_interne_plant,date,longueur,largeur,superficie,note
2419,2017-05-15,105.61,95.58,10094.2038,Condition normale pour la saison.
2419,2017-06-15,67.76,73.87,5005.4312,Condition normale pour la saison.
2419,2017-07-15,80.63,58.94,4752.3322,Légère variabilité observée.
2419,2017-08-15,155.64,168.42,26212.8888,Condition normale pour la saison.
2419,2017-09-15,109.12,61.01,6657.4112,Condition normale pour la saison.
2419,2017-10-15,177.82,66.20,11771.6840,Rien à signaler.
2249,2017-05-15,73.96,148.49,10982.3204,Condition normale pour la saison.
2249,2017-06-15,52.27,109.81,5739.7687,Condition normale pour la saison.
2249,2017-07-15,196.27,170.35,33434.5945,Condition normale pour la saison.
2249,2017-08-15,77.69,111.47,8660.1043,Condition normale pour la saison.
2249,2017-09-15,199.91,73.30,14653.4030,Condition normale pour la saison.
2249,2017-10-15,121.33,64.79,7860.9707,Rien à signaler.
2417,2017-05-15,111.05,91.05,10111.1025,Rien à signaler.
2417,2017-06-15,53.72,138.42,7435.9224,Rien à signaler.
2417,2017-07-15,65.69,86.00,5649.3400,Rien à signaler.
2417,2017-08-15,104.61,192.84,20172.9924,Condition normale pour la saison.
2417,2017-09-15,144.45,150.22,21699.2790,Condition normale pour la saison.
2417,2017-10-15,148.19,84.73,12556.1387,Légère variabilité observée.
2135,2017-05-15,142.38,178.66,25437.6108,Condition normale pour la saison.
2135,2017-06-15,177.81,55.84,9928.9104,Condition normale pour la saison.
2135,2017-07-15,59.63,144.14,8595.0682,Légère variabilité observée.
2135,2017-08-15,113.93,156.13,17787.8909,Condition normale pour la saison.
2135,2017-09-15,116.99,168.29,19688.2471,Légère variabilité observée.
2135,2017-10-15,130.88,122.56,16040.6528,Condition normale pour la saison.
2349,2017-05-15,124.29,80.69,10028.9601,Rien à signaler.
2349,2017-06-15,80.48,52.68,4239.6864,Légère variabilité observée.
2349,2017-07-15,133.39,189.07,25220.0473,Rien à signaler.
2349,2017-08-15,53.45,171.34,9158.1230,Condition normale pour la saison.
2349,2017-09-15,75.49,163.06,12309.3994,Légère variabilité observée.
2349,2017-10-15,85.04,189.11,16081.9144,Condition normale pour la saison.
1906,2017-05-15,89.31,60.78,5428.2618,Légère variabilité observée.
1906,2017-06-15,136.52,159.98,21840.4696,Condition normale pour la saison.
1906,2017-07-15,98.25,86.74,8522.2050,Rien à signaler.
1906,2017-08-15,115.29,137.02,15797.0358,Légère variabilité observée.
1906,2017-09-15,130.25,189.84,24726.6600,Condition normale pour la saison.
1906,2017-10-15,128.20,117.70,15089.1400,Rien à signaler.
1910,2017-05-15,189.55,62.10,11771.0550,Rien à signaler.
1910,2017-06-15,60.16,163.46,9833.7536,Condition normale pour la saison.
1910,2017-07-15,52.46,65.89,3456.5894,Légère variabilité observée.
1910,2017-08-15,162.87,132.10,21515.1270,Condition normale pour la saison.
1910,2017-09-15,137.54,108.37,14905.2098,Rien à signaler.
1910,2017-10-15,76.80,183.77,14113.5360,Condition normale pour la saison.
1802,2017-05-15,96.95,94.27,9139.4765,Condition normale pour la saison.
1802,2017-06-15,145.88,132.94,19393.2872,Légère variabilité observée.
1802,2017-07-15,120.34,83.96,10103.7464,Légère variabilité observée.
1802,2017-08-15,171.98,189.84,32648.6832,Condition normale pour la saison.
1802,2017-09-15,124.02,92.88,11518.9776,Rien à signaler.
1802,2017-10-15,56.99,133.59,7613.2941,Légère variabilité observée.
2437,2017-05-15,62.56,193.75,12121.0000,Condition normale pour la saison.
2437,2017-06-15,87.28,192.55,16805.7640,Condition normale pour la saison.
2437,2017-07-15,194.83,169.36,32996.4088,Condition normale pour la saison.
2437,2017-08-15,59.59,199.39,11881.6501,Rien à signaler.
2437,2017-09-15,124.10,131.05,16263.3050,Condition normale pour la saison.
2437,2017-10-15,130.16,70.11,9125.5176,Condition normale pour la saison.
1982,2017-05-15,108.89,66.71,7264.0519,Condition normale pour la saison.
1982,2017-06-15,108.55,141.77,15389.1335,Condition normale pour la saison.
1982,2017-07-15,103.94,167.93,17454.6442,Légère variabilité observée.
1982,2017-08-15,94.74,131.93,12499.0482,Légère variabilité observée.
1982,2017-09-15,94.67,166.65,15776.7555,Légère variabilité observée.
1982,2017-10-15,138.90,170.05,23619.9450,Condition normale pour la saison.
1822,2017-05-15,61.57,183.80,11316.5660,Condition normale pour la saison.
1822,2017-06-15,168.87,126.58,21375.5646,Condition normale pour la saison.
1822,2017-07-15,149.86,163.86,24556.0596,Rien à signaler.
1822,2017-08-15,54.66,76.67,4190.7822,Rien à signaler.
1822,2017-09-15,139.00,144.19,20042.4100,Légère variabilité observée.
1822,2017-10-15,100.04,183.54,18361.3416,Condition normale pour la saison.
1884,2017-05-15,85.29,59.65,5087.5485,Légère variabilité observée.
1884,2017-06-15,54.29,158.87,8625.0523,Rien à signaler.
1884,2017-07-15,145.92,191.71,27974.3232,Rien à signaler.
1884,2017-08-15,119.92,99.24,11900.8608,Condition normale pour la saison.
1884,2017-09-15,151.57,176.92,26815.7644,Rien à signaler.
1884,2017-10-15,170.83,89.48,15285.8684,Condition normale pour la saison.
2322,2017-05-15,188.12,108.35,20382.8020,Rien à signaler.
2322,2017-06-15,187.77,111.67,20968.2759,Légère variabilité observée.
2322,2017-07-15,119.08,56.34,6708.9672,Rien à signaler.
2322,2017-08-15,195.95,82.02,16071.8190,Rien à signaler.
2322,2017-09-15,106.63,77.02,8212.6426,Condition normale pour la saison.
2322,2017-10-15,158.20,194.83,30822.1060,Condition normale pour la saison.
1969,2017-05-15,87.16,83.59,7285.7044,Condition normale pour la saison.
1969,2017-06-15,186.41,77.69,14482.1929,Condition normale pour la saison.
1969,2017-07-15,69.70,190.41,13271.5770,Légère variabilité observée.
1969,2017-08-15,68.44,88.35,6046.6740,Rien à signaler.
1969,2017-09-15,77.80,152.36,11853.6080,Condition normale pour la saison.
1969,2017-10-15,157.44,167.26,26333.4144,Rien à signaler.
1851,2017-05-15,84.67,151.37,12816.4979,Condition normale pour la saison.
1851,2017-06-15,58.51,158.04,9246.9204,Condition normale pour la saison.
1851,2017-07-15,141.88,65.81,9337.1228,Légère variabilité observée.
1851,2017-08-15,107.96,170.50,18407.1800,Condition normale pour la saison.
1851,2017-09-15,52.20,80.88,4221.9360,Condition normale pour la saison.
1851,2017-10-15,143.67,81.71,11739.2757,Légère variabilité observée.
1914,2017-05-15,121.27,134.08,16259.8816,Condition normale pour la saison.
1914,2017-06-15,116.57,160.66,18728.1362,Condition normale pour la saison.
1914,2017-07-15,54.51,145.53,7932.8403,Rien à signaler.
1914,2017-08-15,153.19,138.79,21261.2401,Légère variabilité observée.
1914,2017-09-15,84.29,146.13,12317.2977,Condition normale pour la saison.
1914,2017-10-15,91.63,65.79,6028.3377,Condition normale pour la saison.
2429,2017-05-15,112.06,197.18,22095.9908,Légère variabilité observée.
2429,2017-06-15,63.66,58.92,3750.8472,Condition normale pour la saison.
2429,2017-07-15,84.55,152.90,12927.6950,Légère variabilité observée.
2429,2017-08-15,99.33,191.86,19057.4538,Légère variabilité observée.
2429,2017-09-15,173.15,91.75,15886.5125,Condition normale pour la saison.
2429,2017-10-15,153.77,87.76,13494.8552,Condition normale pour la saison.
2122,2017-05-15,166.80,98.92,16499.8560,Légère variabilité observée.
2122,2017-06-15,130.54,162.45,21206.2230,Condition normale pour la saison.
2122,2017-07-15,171.13,94.40,16154.6720,Condition normale pour la saison.
2122,2017-08-15,109.83,130.63,14347.0929,Légère variabilité observée.
2122,2017-09-15,114.62,95.28,10920.9936,Rien à signaler.
2122,2017-10-15,129.48,172.13,22287.3924,Légère variabilité observée.
2102,2017-05-15,110.61,101.29,11203.6869,Légère variabilité observée.
2102,2017-06-15,73.03,116.26,8490.4678,Légère variabilité observée.
2102,2017-07-15,199.71,99.39,19849.1769,Rien à signaler.
2102,2017-08-15,99.70,193.68,19309.8960,Condition normale pour la saison.
2102,2017-09-15,111.95,130.51,14610.5945,Condition normale pour la saison.
2102,2017-10-15,97.58,199.15,19433.0570,Condition normale pour la saison.
2390,2017-05-15,66.13,175.11,11580.0243,Condition normale pour la saison.
2390,2017-06-15,64.45,192.37,12398.2465,Condition normale pour la saison.
2390,2017-07-15,86.31,97.91,8450.6121,Condition normale pour la saison.
2390,2017-08-15,147.20,127.59,18781.2480,Légère variabilité observée.
2390,2017-09-15,197.39,137.86,27212.1854,Condition normale pour la saison.
2390,2017-10-15,187.03,99.17,18547.7651,Condition normale pour la saison.
2352,2017-05-15,125.64,89.92,11297.5488,Rien à signaler.
2352,2017-06-15,159.69,161.97,25864.9893,Légère variabilité observée.
2352,2017-07-15,143.72,84.63,12163.0236,Rien à signaler.
2352,2017-08-15,79.65,51.34,4089.2310,Condition normale pour la saison.
2352,2017-09-15,165.36,60.15,9946.4040,Condition normale pour la saison.
2352,2017-10-15,119.80,72.45,8679.5100,Rien à signaler.
2567,2017-05-15,112.88,144.65,16328.0920,Condition normale pour la saison.
2567,2017-06-15,117.56,54.40,6395.2640,Condition normale pour la saison.
2567,2017-07-15,176.38,68.42,12067.9196,Condition normale pour la saison.
2567,2017-08-15,101.04,62.60,6325.1040,Condition normale pour la saison.
2567,2017-09-15,58.23,113.52,6610.2696,Condition normale pour la saison.
2567,2017-10-15,187.09,125.79,23534.0511,Légère variabilité observée.
2030,2017-05-15,188.56,95.27,17964.1112,Rien à signaler.
2030,2017-06-15,98.44,105.27,10362.7788,Condition normale pour la saison.
2030,2017-07-15,110.75,103.76,11491.4200,Condition normale pour la saison.
2030,2017-08-15,160.69,163.98,26349.9462,Légère variabilité observée.
2030,2017-09-15,125.34,179.89,22547.4126,Condition normale pour la saison.
2030,2017-10-15,105.36,97.75,10298.9400,Condition normale pour la saison.
2427,2017-05-15,105.90,118.08,12504.6720,Condition normale pour la saison.
