id_interne_zone,date,temp_min,temp_max,temp_moyenne,variation,note
7,2017-05-01,12.69,26.47,19.5800000000000000,13.78,Conditions stables.
7,2017-05-02,8.62,32.75,20.6850000000000000,24.13,Variations mineures.
7,2017-05-03,13.13,24.65,18.8900000000000000,11.52,Variations mineures.
7,2017-05-04,13.79,34.65,24.2200000000000000,20.86,Variations mineures.
7,2017-05-05,10.08,20.47,15.2750000000000000,10.39,Conditions stables.
7,2017-05-06,11.23,22.58,16.9050000000000000,11.35,Variations mineures.
7,2017-05-07,6.48,34.73,20.6050000000000000,28.25,Variations mineures.
7,2017-05-08,14.45,33.66,24.0550000000000000,19.21,Conditions stables.
7,2017-05-09,12.99,34.89,23.9400000000000000,21.90,Variations mineures.
7,2017-05-10,11.85,31.93,21.8900000000000000,20.08,Conditions stables.
7,2017-05-11,13.82,34.76,24.2900000000000000,20.94,Variations mineures.
7,2017-05-12,14.51,25.23,19.8700000000000000,10.72,Journée représentative.
7,2017-05-13,10.87,25.10,17.9850000000000000,14.23,Conditions stables.
7,2017-05-14,14.77,25.32,20.0450000000000000,10.55,Variations mineures.
7,2017-05-15,13.65,28.97,21.3100000000000000,15.32,Variations mineures.
7,2017-05-16,9.03,32.29,20.6600000000000000,23.26,Variations mineures.
7,2017-05-17,14.63,23.62,19.1250000000000000,8.99,Variations mineures.
7,2017-05-18,8.42,31.68,20.0500000000000000,23.26,Journée représentative.
7,2017-05-19,7.91,21.84,14.8750000000000000,13.93,Variations mineures.
7,2017-05-20,8.97,31.38,20.1750000000000000,22.41,Variations mineures.
7,2017-05-21,13.89,31.08,22.4850000000000000,17.19,Journée représentative.
7,2017-05-22,13.86,33.33,23.5950000000000000,19.47,Variations mineures.
7,2017-05-23,12.16,24.68,18.4200000000000000,12.52,Journée représentative.
7,2017-05-24,7.34,20.06,13.7000000000000000,12.72,Conditions stables.
7,2017-05-25,11.65,28.51,20.0800000000000000,16.86,Conditions stables.
7,2017-05-26,9.50,32.48,20.9900000000000000,22.98,Variations mineures.
7,2017-05-27,10.82,27.80,19.3100000000000000,16.98,Conditions stables.
7,2017-05-28,11.82,21.12,16.4700000000000000,9.30,Conditions stables.
7,2017-05-29,9.35,22.60,15.9750000000000000,13.25,Variations mineures.
7,2017-05-30,14.56,26.36,20.4600000000000000,11.80,Variations mineures.
7,2017-05-31,14.42,34.28,24.3500000000000000,19.86,Variations mineures.
7,2017-06-01,13.05,20.58,16.8150000000000000,7.53,Journée représentative.
7,2017-06-02,13.59,21.68,17.6350000000000000,8.09,Journée représentative.
7,2017-06-03,11.52,31.80,21.6600000000000000,20.28,Journée représentative.
7,2017-06-04,11.66,23.89,17.7750000000000000,12.23,Journée représentative.
7,2017-06-05,13.16,31.59,22.3750000000000000,18.43,Journée représentative.
7,2017-06-06,11.90,20.39,16.1450000000000000,8.49,Conditions stables.
7,2017-06-07,11.93,25.47,18.7000000000000000,13.54,Conditions stables.
7,2017-06-08,11.76,28.09,19.9250000000000000,16.33,Conditions stables.
7,2017-06-09,12.24,32.16,22.2000000000000000,19.92,Journée représentative.
7,2017-06-10,5.47,29.93,17.7000000000000000,24.46,Variations mineures.
7,2017-06-11,10.17,24.28,17.2250000000000000,14.11,Journée représentative.
7,2017-06-12,11.62,28.33,19.9750000000000000,16.71,Variations mineures.
7,2017-06-13,13.57,23.14,18.3550000000000000,9.57,Journée représentative.
7,2017-06-14,12.33,33.58,22.9550000000000000,21.25,Journée représentative.
7,2017-06-15,6.98,26.34,16.6600000000000000,19.36,Conditions stables.
7,2017-06-16,14.05,26.33,20.1900000000000000,12.28,Conditions stables.
7,2017-06-17,7.86,29.08,18.4700000000000000,21.22,Variations mineures.
7,2017-06-18,8.25,27.29,17.7700000000000000,19.04,Variations mineures.
7,2017-06-19,9.84,25.95,17.8950000000000000,16.11,Journée représentative.
7,2017-06-20,7.67,26.56,17.1150000000000000,18.89,Variations mineures.
7,2017-06-21,5.70,24.04,14.8700000000000000,18.34,Journée représentative.
7,2017-06-22,5.96,21.46,13.7100000000000000,15.50,Journée représentative.
7,2017-06-23,6.99,27.77,17.3800000000000000,20.78,Variations mineures.
7,2017-06-24,8.26,31.95,20.1050000000000000,23.69,Variations mineures.
7,2017-06-25,11.40,26.48,18.9400000000000000,15.08,Journée représentative.
7,2017-06-26,13.47,32.72,23.0950000000000000,19.25,Variations mineures.
7,2017-06-27,13.68,34.29,23.9850000000000000,20.61,Conditions stables.
7,2017-06-28,12.66,21.09,16.8750000000000000,8.43,Conditions stables.
7,2017-06-29,8.97,20.27,14.6200000000000000,11.30,Variations mineures.
7,2017-06-30,14.14,25.63,19.8850000000000000,11.49,Variations mineures.
7,2017-07-01,14.36,28.92,21.6400000000000000,14.56,Variations mineures.
7,2017-07-02,13.34,30.06,21.7000000000000000,16.72,Variations mineures.
7,2017-07-03,14.10,26.67,20.3850000000000000,12.57,Variations mineures.
7,2017-07-04,8.17,24.52,16.3450000000000000,16.35,Variations mineures.
